campaign_id,test_store,control_store,pymc_percentage_diff,z_score_perc_diff_equivalent
WOW20000860_1,,,4.8,
WOW20000860_1,,,2.1,
WOW20000860_1,,,4169.9,
WOW20000860_1,1004.0,4602.0,8.5,
WOW20000860_1,1050.0,1092.0,7.7,180.58644459127373
WOW20000860_1,1106.0,3299.0,4.0,-129.61650847318802
WOW20000860_1,1117.0,1407.0,4.9,-5.550299911413605
WOW20000860_1,1119.0,3804.0,6.1,38.26938946915718
WOW20000860_1,1147.0,3327.0,5.0,68.02999270247794
WOW20000860_1,1148.0,2702.0,5.2,21.555044792707776
WOW20000860_1,1173.0,2941.0,5.5,141.420134247305
WOW20000860_1,1181.0,2843.0,6.6,538.597191268934
WOW20000860_1,1185.0,2602.0,5.5,-33.480657742021776
WOW20000860_1,1189.0,2553.0,7.0,244.61892004872493
WOW20000860_1,1190.0,5602.0,4.8,-82.70949227281518
WOW20000860_1,1196.0,4054.0,6.2,65.62209666141231
WOW20000860_1,1198.0,3603.0,9.2,226.02046255940843
WOW20000860_1,1273.0,1761.0,-7.2,-176.28737422470795
WOW20000860_1,1326.0,3901.0,4.4,-138.31971671172244
WOW20000860_1,1358.0,3100.0,-2.3,-5645.898400264407
WOW20000860_1,1366.0,2630.0,4.3,-145.67216584253788
WOW20000860_1,1386.0,3400.0,7.3,93.8444096891254
WOW20000860_1,1401.0,2588.0,5.2,4.637286805289904
WOW20000860_1,1431.0,7213.0,4.6,-80.32639035195194
WOW20000860_1,1436.0,2504.0,4.6,-111.18514665904749
WOW20000860_1,1442.0,1250.0,6.2,92.55010760366206
WOW20000860_1,1632.0,2065.0,2.9,-47.23129023885454
WOW20000860_1,1681.0,3167.0,13.7,9295.460006576579
WOW20000860_1,2135.0,3345.0,8.3,381.90215992837125
WOW20000860_1,2332.0,1192.0,4.8,-30.270285398064388
WOW20000860_1,2501.0,5603.0,4.8,
WOW20000860_1,2534.0,3121.0,5.2,15.125060027349576
WOW20000860_1,2568.0,2600.0,9.0,305.07272855580146
WOW20000860_1,2576.0,1259.0,5.1,106.16274162807294
WOW20000860_1,2580.0,1328.0,4.7,-54.008078497773596
WOW20000860_1,2593.0,1224.0,6.3,
WOW20000860_1,2604.0,5301.0,7.8,237.70743806420373
WOW20000860_1,2640.0,4328.0,10.4,465.7201201819313
WOW20000860_1,2647.0,2723.0,5.1,-63.46664893412588
WOW20000860_1,2656.0,3092.0,4.5,
WOW20000860_1,2658.0,1168.0,4.5,-138.5458873273891
WOW20000860_1,2670.0,3139.0,5.4,215.67044382456695
WOW20000860_1,2691.0,5644.0,2.8,-14955.047147873523
